ent_ip_src,ent_tp_src,ent_tp_dst,ent_packet_type,total_packets,ATKorNot
0,5.9772799235,0,0,63,0
0.7345299214,3.6644977792,0.5916727786,0.5916727786,14,0
0.2006223243,5.96875,0.2006223243,0.2006223243,64,0
0,6,0,0,64,0
0.3912435636,3.7004397181,0.3912435636,0.3912435636,13,0
0.2318723243,5.96875,0.2006223243,0.2006223243,64,0
0.3912435636,3.7004397181,0.3912435636,0.3912435636,13,0
0,5.9772799235,0,0,63,0
0.3712323266,3.8073549221,0.3712323266,0.3712323266,14,0
0.3912435636,3.7004397181,0.3912435636,0.3912435636,13,0
0.1982349641,5.9915985823,0.1982349641,0.1982349641,65,0
0.5435644432,2.75,0.8112781245,0.8112781245,8,0
