ent_ip_src,ent_tp_src,ent_tp_dst,ent_packet_type,total_packets,AtkOrNot
0.2658467900798537,0.05032617512637358,0.059760693395437416,0.28749483155292865,0.000156376480977261,0
0.024551022191115057,0.635865380716873,0.03478268872343498,0.27401726472749216,0.0005611156082125249,0
0.07395964024648166,0.4085969659432915,0.08566563307697306,0.6748719928912661,0.0001287806313930385,0
0.015776647241612648,0.6379931580204004,0.025876232171355994,0.20385239385681037,0.0005519169916844507,0
0.030395391907117975,0.3970804413495647,0.04985331838144997,0.39274335716519215,9.198616528074178e-05,0
0.017574248342688937,0.6420980705910663,0.024963291833321372,0.19666026974367096,0.0005795128412686732,0
0.030395391907117975,0.3970804413495647,0.04985331838144997,0.39274335716519215,9.198616528074178e-05,0
0.01558618400339971,0.6404843923581425,0.025563841908923884,0.201391390168459,0.0005611156082125249,0
0.3359453789175732,0.25686659920266697,0.6767923389091479,0.2288762423886872,0.002961954522039885,0
0.3746407945231278,0.08397473411421702,0.757831643406832,0.07212010454351483,0.003155125469129443,0
0.3612182029582178,0.13953586769611181,0.8083266522890162,0.035550221147831025,0.0049120612259916105,0
0.35374136460445715,0.08832863910626684,0.8482624081464413,0.0,0.0034586798145558907,0
0.257116356294098,0.1945209113983861,0.8039256553433627,0.14884061414087404,0.0038726175583192286,0
0.18004350170215508,0.03228162753474166,0.9157041681399888,0.03958175381318785,0.004323349768194863,0
0.15284562079377717,0.1344540021525433,0.8822738830236451,0.036532913918032615,0.00475568474501435,0
0.13029643545460579,0.031040849535972467,0.9351183729316671,0.050912270966063815,0.004810876444182795,0
0.11109355619538265,0.1497628300636583,0.8494532943856216,0.09444510220516524,0.004553315181396718,0
0.11807531184698282,0.042269118359864306,0.8899981242359036,0.0688490120183729,0.0033390977996909264,0
0.17709002991557218,0.17833244398799483,0.76517694055346,0.08297886496954035,0.0035506659798366326,0
0.13539076579772027,0.08246837116992124,0.6960851866734671,0.09985838635112233,0.001398189712267275,0
0.1419887858874991,0.40696864685148687,0.4485881952486561,0.3091559219103285,0.0013062035469865332,0
0.23114280381948515,0.113786033247584,0.665594649275673,0.04483581823685613,0.0018489219221429097,0
0.241337392656336,0.18593744222938088,0.8079602558442686,0.022036655150109,0.004295753918610641,0
