IP_source,destination_port,sum_ip
222.254.61.59,2.807354922057604,7
14.230.24.47,1.0,2
171.232.27.113,0.0,1
171.248.191.169,0.0,1
222.254.61.59,2.807354922057604,7
14.189.20.65,1.0,2
171.248.191.169,0.0,1
222.254.61.59,3.0,8
116.107.255.237,2.584962500721156,6
123.20.186.123,1.584962500721156,3
14.170.229.83,2.807354922057604,7
27.64.245.195,0.0,1
66.102.7.25,0.0,1
72.14.199.92,0.0,1
123.20.186.123,2.321928094887362,5
203.113.152.4,0.0,1
14.189.20.65,0.0,1
66.102.7.26,0.0,1
72.14.199.94,0.0,1
14.189.20.65,1.584962500721156,3
116.108.67.151,1.584962500721156,3
171.225.175.30,3.0,8
171.232.27.113,0.0,1
14.189.20.65,0.0,1
72.14.199.92,0.0,1
72.14.199.93,0.0,1
113.23.11.214,2.584962500721156,6
116.108.67.151,2.0,4
171.225.175.30,1.0,2
14.189.20.65,1.584962500721156,3
100.66.91.54,1.0,2
113.176.198.245,2.0,4
171.225.175.30,1.0,2
171.248.191.169,0.0,1
51.255.65.42,0.0,1
171.225.175.30,0.0,1
27.64.245.195,0.0,1
27.75.196.18,0.0,1
116.107.255.237,2.584962500721156,6
14.189.155.57,1.0,2
27.75.196.18,1.584962500721156,3
115.76.127.152,2.807354922057604,7
69.162.124.229,1.584962500721156,3
116.111.226.67,1.0,2
171.248.191.169,0.0,1
66.249.84.200,0.0,1
69.162.124.229,0.0,1
113.190.94.94,0.0,1
171.225.175.30,2.807354922057604,7
14.189.20.65,2.0,4
113.190.94.94,2.321928094887362,5
171.232.27.113,0.0,1
171.248.191.169,0.0,1
113.178.91.45,2.584962500721156,6
116.108.67.151,0.0,1
171.248.191.169,0.0,1
14.189.20.65,0.0,1
66.249.71.156,0.0,1
66.249.71.157,0.0,1
66.249.79.160,0.0,1
116.107.255.237,2.584962500721156,6
14.189.20.65,1.584962500721156,3
113.23.11.214,0.0,1
116.107.255.237,2.807354922057604,7
100.69.186.43,3.169925001442312,9
116.107.255.237,2.0,4
116.108.67.151,2.584962500721156,6
171.232.27.113,0.0,1
171.248.191.169,0.0,1
203.113.152.4,0.0,1
171.248.191.169,0.0,1
116.108.67.151,0.0,1
171.233.49.16,0.0,1
14.184.162.204,2.0,4
171.233.49.16,2.584962500721156,6
171.248.191.169,0.0,1
27.66.130.63,2.584962500721156,6
66.249.71.152,0.0,1
171.248.191.169,0.0,1
42.114.184.41,2.0,4
66.249.79.160,0.0,1
116.108.67.151,0.0,1
192.168.2.11,1.584962500721156,3
116.105.170.102,3.169925001442312,9
116.108.67.151,2.584962500721156,6
192.168.2.11,1.584962500721156,3
59.153.242.181,2.5,8
66.249.82.216,1.584962500721156,3
66.249.82.217,1.584962500721156,3
66.249.82.218,0.0,1
117.118.2.235,1.584962500721156,3
171.248.191.169,0.0,1
27.67.38.212,0.0,1
113.185.22.157,0.0,1
113.185.26.153,0.0,1
117.118.2.235,1.584962500721156,3
171.232.27.113,0.0,1
27.67.38.212,2.584962500721156,6
100.111.121.101,0.0,1
113.185.22.157,3.459431618637298,11
113.185.26.153,1.584962500721156,3
117.118.2.235,1.584962500721156,3
171.248.191.169,0.0,1
14.190.25.56,0.0,1
100.111.121.101,2.584962500721156,6
123.30.175.229,0.0,1
171.233.49.16,0.0,1
100.111.121.101,2.321928094887362,5
113.185.9.52,1.584962500721156,3
