ent_ip_src,ent_tp_src,ent_tp_dst,ent_packet_type,total_packets,AtkNor
0.453159499435,0.474699322845,0.483090389365,0.479246421534,0.458506822358,0
0.451906002846,0.525520733407,0.490538043672,0.510943010395,0.458608110586,0
0.453123735156,0.473899316992,0.48285868276,0.478261214629,0.458613501372,0
0.453972193039,0.530767667675,0.49217035296,0.517884215074,0.458614636276,0
0.451063934938,0.474456832176,0.483005681035,0.478886229697,0.458553068379,0
0.4498161111,0.651442639979,0.506213879995,0.577028875639,0.458275319297,0
0.453446482281,0.473823321494,0.482870500771,0.478311461054,0.458574914907,0
0.454209583138,0.524152302718,0.490323910973,0.510032004771,0.458628538879,0
0.454257932341,0.476017842131,0.483304045508,0.480154994461,0.458542287034,0
0.466900375345,0.66740733871,0.608152497975,0.651417518018,0.458791402737,0
0.477585339887,0.634191840975,0.687379079538,0.65652582703,0.459156317784,0
0.479079383038,0.621539719498,0.736755516173,0.59119450019,0.458683015006,0
0.474161490721,0.64316053881,0.708171542657,0.648741032372,0.459383347717,0
0.470018869965,0.637711233346,0.715716615583,0.646449207857,0.459329994164,0
0.468030864885,0.60803213603,0.709006883839,0.657029585705,0.459187817177,0
0.463018875821,0.637156170297,0.7006339685,0.659433340105,0.459021810542,0
0.45876844032,0.610017894857,0.671340552393,0.657391632452,0.458881350491,0
0.44724957507,0.556942063018,0.779012840408,0.482523616008,0.458502566625,0
0.459685016559,0.610855268327,0.663210596013,0.65891196441,0.458926751006,0
0.460213463371,0.641292516565,0.643867172031,0.656229714228,0.458835383165,0
0.457894362652,0.583715394704,0.581903656401,0.620944477334,0.458696350459,0
0.458570639449,0.620520288422,0.554622964205,0.612352561981,0.458601017462,0
0.462997235767,0.60901634025,0.601914402299,0.64677015355,0.458810697298,0
0.467393764013,0.675213976551,0.667616375022,0.660930108658,0.458978678681,0
0.465524102869,0.662571530938,0.731884579216,0.641725513936,0.459132196849,0
0.464182499001,0.631191022378,0.713302874517,0.657604676786,0.459106657243,0
0.460976392512,0.647268078482,0.717657252589,0.657949671409,0.459079699004,0
0.456152591069,0.611134660662,0.702388784588,0.660954471082,0.458959950564,0
0.455630384951,0.647484257535,0.699759836844,0.660952555363,0.458841909348,0
0.457207895919,0.598539692584,0.6427946797,0.652124566554,0.45879565888,0
0.456761676906,0.689839037216,0.692682528504,0.638774068364,0.458669679613,0
0.458197452979,0.644273258748,0.622854008502,0.651303286648,0.458709685971,0
0.458598289095,0.602678257839,0.625716432409,0.647206482521,0.458746571736,0
0.459875825825,0.644288674177,0.643537884346,0.656014063873,0.458798212568,0
0.453689881053,0.557685821581,0.548129935383,0.58592600172,0.458598180217,0
0.458746045495,0.623600486246,0.562977763354,0.613481591435,0.458642441547,0
0.459057644758,0.570186008035,0.540017919446,0.581785789413,0.458500864334,0
0.453820469515,0.526174192773,0.491771802236,0.511497389706,0.458661451421,0
0.458266834815,0.537222100252,0.514409970626,0.548043897017,0.458631376153,0
0.453223455681,0.526476407225,0.491162590778,0.51131114044,0.458648967311,0
0.452247945452,0.473633000809,0.48311055561,0.478311461054,0.458574914907,0
0.453829322343,0.531004353961,0.492206160532,0.514142552856,0.458631659881,0
0.452817218217,0.478975000087,0.484711557201,0.483452943309,0.458480153198,0
0.454291111763,0.51097860956,0.488922145244,0.503153307175,0.458569807913,0
0.453969619791,0.496174925521,0.486594420731,0.494157177196,0.458566686976,0
0.453370539291,0.506938862781,0.488017771915,0.500216770885,0.45864925104,0
0.453363223039,0.485502339977,0.484844954406,0.486710481845,0.458637901893,0
0.458238837622,0.565474112581,0.521246883824,0.563584724371,0.458547393982,0
0.452337672591,0.515225744503,0.489545670307,0.506720413402,0.458461428186,0
0.453357484946,0.492765361879,0.48594634985,0.491398323785,0.458670814538,0
0.458005208424,0.540459430794,0.519142169138,0.555958144407,0.458536896376,0
0.453151100904,0.522815468814,0.490131643495,0.509213952671,0.458640455448,0
0.453008949358,0.494615248908,0.486672746686,0.492957133871,0.458619175894,0
0.453365471878,0.501771416032,0.487595814454,0.497148343101,0.458663437535,0
0.449710687178,0.48137156679,0.484938854604,0.485098456397,0.458423978513,0
0.454103708687,0.52488594229,0.490411534663,0.510404800988,0.458631092426,0
0.453722750325,0.472672513673,0.482761959276,0.477261819473,0.458620594527,0
0.453317558821,0.522889936648,0.490125310263,0.509187005212,0.458648967311,0
0.453765304225,0.472323907867,0.482575891591,0.477058985658,0.458589384774,0
0.457700272043,0.574052837942,0.516926676546,0.557785829329,0.458612650195,0
0.453807660575,0.491807773414,0.489999459067,0.498296791311,0.458511929245,0
0.451988095972,0.467610346173,0.48178801623,0.47314583954,0.458532356883,0
0.456473505715,0.567553005252,0.508401604937,0.544045179901,0.458645562563,0
0.454756401131,0.479242622126,0.483916875861,0.482148922524,0.458672800657,0
0.454703385697,0.510021444752,0.488371870215,0.501724190826,0.458694648057,0
0.454193424284,0.46011375848,0.479754046766,0.465076594847,0.458564133484,0
0.451734790663,0.571342708462,0.496897316069,0.535636853777,0.458469939541,0
0.454059787468,0.46011375848,0.479754046766,0.465076594847,0.458700606467,0
0.45371005127,0.554564355688,0.494247189244,0.526704396869,0.458522426764,0
0.453580110283,0.461990514846,0.480362752401,0.467658846242,0.458633078519,0
0.451989459892,0.475814984481,0.48329381704,0.480111495448,0.458512496678,0
0.454521545881,0.546904864579,0.497337672485,0.527884082659,0.458631092426,0
0.455661054442,0.538254818545,0.517099149682,0.555346583709,0.458469655828,0
0.454356703136,0.534930263832,0.492252687357,0.516291904528,0.458577752131,0
0.454092769433,0.4828756555,0.48664090553,0.487655445358,0.458517319858,0
0.457645574921,0.576991524543,0.513260801807,0.555396884346,0.45864953477,0
0.453694695224,0.469222874109,0.481914832838,0.474249503754,0.458702592606,0
0.458198718617,0.673899603271,0.545299894062,0.61059563793,0.458728412534,0
0.456772989066,0.625245097194,0.535085991822,0.591864972153,0.458564417205,0
0.45335045517,0.517633206716,0.489555856419,0.506763763432,0.458591938287,0
0.454826729618,0.482979104246,0.4844928625,0.485212205487,0.458574914907,0
0.453445080475,0.506530122933,0.487953795362,0.499944411822,0.458654358171,0
0.453483632784,0.484774318825,0.484711096988,0.486140848918,0.4586546419,0
0.454016159567,0.508458279909,0.488274035208,0.501307707713,0.458619175894,0
0.454708378362,0.598967315857,0.541387726677,0.594643903564,0.458485543754,0
0.453505439908,0.496602788628,0.487305229771,0.494284899819,0.45866060023,0
0.45382388087,0.517221604872,0.490914647177,0.507705465867,0.458519589593,0
0.457478725166,0.523074472831,0.503764737172,0.526672311136,0.458683866204,0
